Final weights
Output Node 1,Output Node 2
0.748541974583,0.746592211682
0.742707652859,0.744647068055
Source 1,Source 2
-0.0421837949249,-0.0456640005596
-0.0147431869715,-0.0148659373765
0.00846595751248,0.0085254988894
-0.00310814870931,-0.00320052357568
0.00848119101003,0.00851034623847
-0.00310814870931,-0.00320052357568
0.00848119101003,0.00851034623847
-0.00312338220685,-0.00318537092475
0.00848119101003,0.00851034623847
-0.00313898802562,-0.00317059156707
0.00848119101003,0.00851034623847
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
-0.00901706395127,-0.00894231941906
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.00313898802562,-0.00317059156707
-0.00312338220685,-0.00318537092475
-0.00313898802562,-0.00317059156707
-0.00312338220685,-0.00318537092475
-0.00310814870931,-0.00320052357568
-0.00312338220685,-0.00318537092475
-0.00312338220685,-0.00318537092475
-0.00312338220685,-0.00318537092475
-0.00313898802562,-0.00317059156707
-0.00313898802562,-0.00317059156707
-0.00313898802562,-0.00317059156707
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
0.00849642353269,0.00849519455726
0.00848119101003,0.00851034623847
-0.00906313579025,-0.00889723572923
0.00846595751248,0.0085254988894
0.00848119101003,0.00851034623847
0.00848119101003,0.00851034623847
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.0148193505597,-0.0147901780007
-0.0148349563785,-0.014775398643
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
0.00849642353269,0.00849519455726
0.00851165605535,0.00848004287604
0.00849642353269,0.00849519455726
0.00849642353269,0.00849519455726
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.00312338220685,-0.00318537092475
-0.00313898802562,-0.00317059156707
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.0148349563785,-0.014775398643
0.00851165605535,0.00848004287604
-0.00901706395127,-0.00894231941906
0.00851165605535,0.00848004287604
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.00315384725218,-0.00315506756232
-0.00313898802562,-0.00317059156707
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
-0.00315384725218,-0.00315506756232
0.00851165605535,0.00848004287604
-0.00903267074492,-0.00892753909167
